,condition,chat_id,user_id,target_behaviour,readiness_to_change_start,utterance_id,turn_id,datetime,user_utterance,valence,valence_score,label,label_score,sublabel,sublabel_score,bot_action,bot_datetime,bot_utterance,user_rating,user_rating_explanation,user_word_count,harmful,Harmful Types,Advice Subtype,Giving Facts Subtype,Request for Advise/Information
594,no_system,8,5fb42f807e81960acbfdb22e,gesünder essen,0,84,7,2023-08-07 16:07:32.71115,"Mit kleinen, leicht umsetzbaren Zielen anzufangen ist eine gute Idee. Erstmal nur eine Mahlzeit zu ersetzen klingt schaffbar.",change,0.999104917049408,Reason,0.996243357658386,ability,0.948848903179169,,2023-08-07 16:07:39.163775,"Das ist ein großartiger erster Schritt! Wie wirst du dich daran erinnern, diese Veränderung jeden Tag umzusetzen",gut/hilfreich,Liefert direkt einen Anstoß zur Umsetzung,18,,,,,
595,no_system,8,5fb42f807e81960acbfdb22e,gesünder essen,0,90,8,2023-08-07 16:10:00.509173,"Ich könnte mir jeden Tag ein Rezept für eine gesündere Mahlzeit raussuchen und es in die Küche legen. So würde es nicht vergessen gehen, wenn ich mir etwas zu essen mache.",change,0.999334037303925,Commitment,0.645445823669434,,,,2023-08-07 16:10:08.974495,"Das klingt nach einem großartigen Plan! Und was wirst du tun, wenn du merkst, dass du dich vom Plan entfernst oder wenn du einen schlechten Tag hast",gut/hilfreich,"Liefert einen Denkanstoß, was zu tun ist, wenn es nicht gut läuft mit der Umsetzung",31,,,,,
596,no_system,8,5fb42f807e81960acbfdb22e,gesünder essen,0,93,9,2023-08-07 16:11:49.30549,"Ich werde es mental als einen schlechten Tag abhaken und mir vornehmen, dass ich mich in Zukunft wieder besser an meine Ziele halte.",change,0.999383926391602,Commitment,0.998767375946045,,,,2023-08-07 16:12:05.051927,"Das ist eine sehr positive Einstellung. Es ist wichtig, sich daran zu erinnern, dass nicht jeder Tag perfekt sein wird und dass es okay ist, manchmal Fehler zu machen. Das Wichtigste ist, nicht aufzugeben und immer wieder aufzustehen, wenn man fällt. 

Hast du irgendwelche anderen Bedenken oder Fragen, die du besprechen möchtest",gut/hilfreich,"Hat die positive Art mit Fehlern umzugehen, die ich ausdrücken wollte, korrekt erkannt",23,1,Advise,Encouragement,,
597,no_system,8,5fb42f807e81960acbfdb22e,gesünder essen,0,94,10,2023-08-07 16:14:09.00803,"Nein, ich denke ich habe eine gute Vorstellung davon, wie ich damit anfangen kann, meine Ernährung dauerhaft umzustellen.",change,0.999393820762634,Reason,0.999158143997192,General Reason,0.966482698917389,Summary,2023-08-07 16:14:27.633806,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast also den Wunsch, deine Ernährung zu verbessern, weil du in letzter Zeit ungesund gegessen hast und dich das stört. Du bist dir nicht sicher, ob du dauerhafte Veränderungen vornehmen kannst und daher ist deine Zuversicht in Bezug auf diese Veränderung momentan bei einer 5 auf einer Skala von 0 bis 10. Um deine Zuversicht zu erhöhen, könntest du mit kleinen, leicht umsetzbaren Zielen beginnen, wie zum Beispiel eine ungesunde Mahlzeit pro Tag durch eine gesündere Alternative zu ersetzen. Du planst, dir täglich ein Rezept für eine gesunde Mahlzeit auszusuchen und in die Küche zu legen, um dich daran zu erinnern, diese Veränderung durchzuführen. Wenn du einen schlechten Tag hast oder von deinem Plan abweichst Habe ich noch etwas vergessen?",schlecht/unpassend,"Antwort ist eigentlich gut, aber der vorletzte Satz ist unvollständig.",18,,,,,
598,no_system,8,5fb42f807e81960acbfdb22e,gesünder essen,0,95,11,2023-08-07 16:16:36.708234,Du hast das Ende des vorletzten Satzes vergessen.,change,0.594200491905212,Reason,0.984714329242706,General Reason,0.990926623344421,Next Steps,2023-08-07 16:16:38.348467,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,schlecht/unpassend,Hat den Satz fehlenden Satz nicht zu Ende geführt.,8,,,,,
599,no_system,8,5fb42f807e81960acbfdb22e,gesünder essen,0,96,12,2023-08-07 16:18:02.572839,"Mein nächster Schritt wird sein, mir ein Rezept für eine gesunde Mahlzeit zu suchen, dieses in die Küche zu legen und morgen zuzubereiten.",change,0.999307155609131,Commitment,0.997889220714569,,,Goodbye,2023-08-07 16:18:04.235361,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,23,,,,,
312,framework,9,5d43c606773d8b00016eaa8a,weniger prokrastinieren,7,97,1,2023-08-07 16:18:58.864302,start,,0.0,,0.0,,0.0,,2023-08-07 16:19:00.631952,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,1,,,,,
313,framework,9,5d43c606773d8b00016eaa8a,weniger prokrastinieren,7,100,2,2023-08-07 16:19:30.979737,Ich möchte weniger prokrastinieren,,0.0,,0.0,,0.0,,2023-08-07 16:19:32.75212,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,4,,,,,
314,framework,9,5d43c606773d8b00016eaa8a,weniger prokrastinieren,7,107,3,2023-08-07 16:21:00.025645,"Ich nehme mir oft vor, wichtige Dinge zu erledigen und schaffe es dann doch nicht. Deshalb habe ich oft ein schlechtes Gewissen.",,0.0,,0.0,,0.0,,2023-08-07 16:21:03.509153,Wie bereit bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr) diese Veränderung durchzuführen?,,,22,,,,,
315,framework,9,5d43c606773d8b00016eaa8a,weniger prokrastinieren,7,108,4,2023-08-07 16:21:11.940322,10,,0.0,,0.0,,0.0,,2023-08-07 16:21:13.650713,Eine 10. Das klingt als stündest du dieser Veränderung sehr zuversichtlich gegenüber. Erzähl mir bitte mehr über deine Einstellung. Warum hast du nicht 9 oder weniger angegeben?,,,1,,,,,
316,framework,9,5d43c606773d8b00016eaa8a,weniger prokrastinieren,7,111,5,2023-08-07 16:22:07.453119,Weil ich darunter leide und das unbedingt ändern möchte.,change,0.999374806880951,Reason,0.999225378036499,desire,0.992820560932159,Looking Forward,2023-08-07 16:22:14.681723,"Das ist verständlich. Stell dir einmal vor, du hättest dein Prokrastinationsverhalten erfolgreich verändert. Wie würde ein typischer Tag in dieser Zukunft aussehen",gut/hilfreich,Die Antwort bringt mich auf positive Weise zum Nachdenken.,9,,,,,
317,framework,9,5d43c606773d8b00016eaa8a,weniger prokrastinieren,7,118,6,2023-08-07 16:24:51.430487,"Mein Tag wäre gut strukturiert und organisiert und ich würde die Dinge erledigen, die ich mir vorgenommen habe. ",change,0.999292850494385,Commitment,0.991141080856323,,,Elaboration,2023-08-07 16:24:58.066098,"Das klingt nach einem klaren Bild. Kannst du dir einen spezifischen Moment vorstellen, in dem du in der Vergangenheit prokrastiniert hast",gut/hilfreich,"Die Antwort bringt mich dazu, über mein Verhalten nachzudenken, z.B. warum ich mich so leicht ablenken lasse.",18,,,,,
318,framework,9,5d43c606773d8b00016eaa8a,weniger prokrastinieren,7,133,7,2023-08-07 16:28:54.785654,Mir fallen sehr viele Situationen ein. Zum Beispiel schiebe ich unangenehme Dinge bei der Arbeit auf und gerate dann unter Zeitdruck.,sustain,0.994324445724487,Reason,0.995629668235779,General Reason,0.996057748794556,Affirmation,2023-08-07 16:29:03.196054,"Du bist dir sehr bewusst, wann und warum du prokrastinierst. Dieses Bewusstsein ist ein großer Schritt in Richtung Veränderung. Es zeigt, dass du in der Lage bist, deine Muster zu erkennen und zu hinterfragen.",gut/hilfreich,Die Antwort ist motivierend.,21,,,,,
319,framework,9,5d43c606773d8b00016eaa8a,weniger prokrastinieren,7,140,8,2023-08-07 16:30:43.032799,"Genau, ich kenne die Ursache für mein Verhalten.",change,0.99351692199707,Reason,0.997368276119232,General Reason,0.990643680095673,Elaboration,2023-08-07 16:30:49.988468,"Es ist sehr hilfreich, dass du die Ursachen deines Verhaltens kennst. Wie würdest du dir wünschen, in solchen Situationen zu reagieren",gut/hilfreich,,8,,,,,
320,framework,9,5d43c606773d8b00016eaa8a,weniger prokrastinieren,7,147,9,2023-08-07 16:32:37.825231,Ich möchte mich stärker auf meine Aufgaben fokussieren können und nicht so schnell die Motivation verlieren.,change,0.999404311180115,Reason,0.999036312103271,desire,0.99323695898056,Querying Extremes,2023-08-07 16:32:45.352639,"Das ist eine sehr klare Vorstellung. Stell dir vor, du könntest nicht länger prokrastinieren. Was wäre das Schlimmste, das passieren könnte",schlecht/unpassend,"Es könnte nichts schlimmes passieren, deshalb ist die Antwort etwas unpassend.",16,,,,,
321,framework,9,5d43c606773d8b00016eaa8a,weniger prokrastinieren,7,149,10,2023-08-07 16:34:36.055451,Mir fällt nichts negatives ein.,sustain,0.932150542736053,Reason,0.998989284038544,General Reason,0.995332658290863,Summary,2023-08-07 16:34:44.026552,"Lass mich unser bisheriges Gespräch zusammenfassen. Das ist gut zu hören. Jetzt stell dir vor, du prokrastinierst weiter wie bisher. Was wäre das Schlimmste, das passieren könnte? Habe ich noch etwas vergessen?",gut/hilfreich,"Ich würde weiterhin wichtige Dinge vor mir her schieben, unter Zeitdruck geraten und mich deshalb schlecht fühlen.",5,1,Feeling,,,
322,framework,9,5d43c606773d8b00016eaa8a,weniger prokrastinieren,7,154,11,2023-08-07 16:36:35.786897,Eine Zusammenfassung wäre hilfreich.,change,0.998416900634766,Reason,0.995123088359833,ability,0.927414834499359,Next Steps,2023-08-07 16:36:37.777404,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,,4,,,,,
323,framework,9,5d43c606773d8b00016eaa8a,weniger prokrastinieren,7,162,12,2023-08-07 16:39:55.580631,"Ich werde mir konkrete Schritte überlegen, z.B. wie ich meine Motivation steigern kann oder wie ich meinen Tag besser strukturiere.",change,0.999328255653381,Commitment,0.998626112937927,,,Goodbye,2023-08-07 16:39:57.411771,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,20,,,,,
1795,framework,10,63dfd4fb58435f30c7e5b04b,weniger prokrastinieren,7,98,1,2023-08-07 16:19:07.621193,start,,0.0,,0.0,,0.0,,2023-08-07 16:19:09.208486,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,1,,,,,
1796,framework,10,63dfd4fb58435f30c7e5b04b,weniger prokrastinieren,7,102,2,2023-08-07 16:19:50.42362,Ich möchte weniger prokrastinieren,,0.0,,0.0,,0.0,,2023-08-07 16:19:52.103189,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,4,,,,,
1797,framework,10,63dfd4fb58435f30c7e5b04b,weniger prokrastinieren,7,103,3,2023-08-07 16:20:18.362041,Ich habe viele gleichzeitige Verpflichtungen und möchte diese zufriedenstellend erledigen.,,0.0,,0.0,,0.0,,2023-08-07 16:20:21.504244,Wie bereit bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr) diese Veränderung durchzuführen?,,,10,,,,,
1798,framework,10,63dfd4fb58435f30c7e5b04b,weniger prokrastinieren,7,105,4,2023-08-07 16:20:31.095849,8,,0.0,,0.0,,0.0,,2023-08-07 16:20:32.821802,Eine 8. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,1,,,,,
1799,framework,10,63dfd4fb58435f30c7e5b04b,weniger prokrastinieren,7,109,5,2023-08-07 16:21:32.838989,"Ich bin schon auf einem guten Weg und sehe meine Motivation durch meine eigene Tätigkeit nicht mehr bei 10 an. Da ich zu Beginn des Wandels eher eine 10 aufgewiesen hätte. Da ich immer noch überzeugt bin, habe ich eine 8 gewählt.",change,0.999344527721405,Reason,0.971523702144623,General Reason,0.813197255134583,Elaboration,2023-08-07 16:21:40.789454,"Interessant. Also siehst du bereits Fortschritte in deinem Bestreben, weniger zu prokrastinieren. Kannst du mir ein konkretes Beispiel nennen, bei dem du dieses Verhalten erfolgreich umgesetzt hast",gut/hilfreich,"Ich denke, dass dies die Motivation fördern und das Befassen mit dem eigenem Handeln durch Reflektieren fördern kann. Darauf können weitere Anknüpfungspunkte folgen.",42,,,,,
1800,framework,10,63dfd4fb58435f30c7e5b04b,weniger prokrastinieren,7,114,6,2023-08-07 16:23:49.637294,Ich setze mir immer kleine Ziele bei der Arbeit und erreiche diese nach und nach.,change,0.999307036399841,Reason,0.649391233921051,General Reason,0.562851011753082,Digging Deep,2023-08-07 16:23:54.810334,"Das klingt nach einem guten Ansatz. Wie fühlt es sich an, wenn du diese kleinen Ziele erreichst",gut/hilfreich,"Hilfreich, da persönliche Bindung aufgebaut wird und man sich selbst mehr emotional mit seinem Fortschritt befasst und diesen mehr anerkennt.",15,,,,,
1801,framework,10,63dfd4fb58435f30c7e5b04b,weniger prokrastinieren,7,119,7,2023-08-07 16:25:11.766011,"Ich komme mir gut vor - es fühlt sich wie ein Katalog von ""Quests"" an, die abgearbeitet werden.",change,0.999265968799591,Reason,0.998501658439636,General Reason,0.995380163192749,Looking Back,2023-08-07 16:25:18.467407,"Das klingt sehr befriedigend. Erinnerst du dich an eine Zeit, in der du regelmäßiger und konsequenter in deinem Handeln warst",gut/hilfreich,"Hilfreich, da alte Verhaltensweisen ggf. wieder aufgefrischt werden könnten.",18,,,,,
1802,framework,10,63dfd4fb58435f30c7e5b04b,weniger prokrastinieren,7,122,8,2023-08-07 16:26:14.828888,"Ich glaube, dass ich derzeit produktiver bin, als ich es je davor war.",change,0.995110809803009,Reason,0.99905914068222,General Reason,0.992769658565521,Digging Deep,2023-08-07 16:26:21.950367,Das ist eine ermutigende Wahrnehmung. Wie hast du diese Veränderung bemerkt,schlecht/unpassend,Ich finde sie redundant. Davor habe ich ja schon ein wenig erzählt und würde hier nur Dinge wiederholen.,13,,,,,
1803,framework,10,63dfd4fb58435f30c7e5b04b,weniger prokrastinieren,7,127,9,2023-08-07 16:27:32.558355,Ich habe mir kleine Ziele gesetzt und fand das Vorgehen sehr effektiv. Mehr konnte erledigt werden.,change,0.999229431152344,Taking Steps,0.997784674167633,,,Hypothetical,2023-08-07 16:27:37.672176,"Stell dir vor, du könntest diese Produktivität noch weiter steigern. Wie könnte dein Tag dann aussehen",schlecht/unpassend,"Ich denke, dass ich das gerne herausfinden wollen würde. Lieber kleine Schritte.",16,,,,,
1804,framework,10,63dfd4fb58435f30c7e5b04b,weniger prokrastinieren,7,135,10,2023-08-07 16:29:12.493543,"Ich würde Aufgaben sehen und schnell bearbeiten, damit sie sich nicht auftürmen.",change,0.99935108423233,Reason,0.997014880180359,ability,0.576599776744843,Summary,2023-08-07 16:29:27.172954,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast den Wunsch, Prokrastination zu reduzieren, um deine vielen Verpflichtungen zufriedenstellend erledigen zu können. Du bist bereits auf einem guten Weg, hast eine hohe Motivation und siehst schon Fortschritte. Du setzt dir kleine Ziele, die du nach und nach erreichst, und das gibt dir ein gutes Gefühl. Du fühlst dich sogar produktiver als je zuvor. Du stellst dir vor, noch produktiver zu sein, indem du Aufgaben schnell bearbeitest, damit sie sich nicht auftürmen. Habe ich noch etwas vergessen?",gut/hilfreich,"Ich finde es gut, um sich selbst das Gesamtbild vor Augen zu führen.",12,,,,,
1805,framework,10,63dfd4fb58435f30c7e5b04b,weniger prokrastinieren,7,141,11,2023-08-07 16:30:46.297225,Das sieht richtig aus.,change,0.998963594436646,Reason,0.998866438865662,General Reason,0.996238231658936,Next Steps,2023-08-07 16:30:47.951565,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,Call to action. Klingt gut und hilfreich.,4,,,,,
1806,framework,10,63dfd4fb58435f30c7e5b04b,weniger prokrastinieren,7,145,12,2023-08-07 16:31:44.592468,Ich werde mich stärker auf das Fokussieren und Erkennen von neuen Aufgaben konzentrieren. Diese werde ich schnell angehen.,change,0.999376356601715,Commitment,0.998944342136383,,,Goodbye,2023-08-07 16:31:46.266239,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,18,,,,,
540,no_system,11,5f5494aa76d6147f7ca89533,weniger prokrastinieren,5,99,1,2023-08-07 16:19:18.740584,start,,0.0,,0.0,,0.0,,2023-08-07 16:19:20.394766,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,1,,,,,
541,no_system,11,5f5494aa76d6147f7ca89533,weniger prokrastinieren,5,101,2,2023-08-07 16:19:48.476518,Ich möchte weniger prokrastinieren,,0.0,,0.0,,0.0,,2023-08-07 16:19:50.174367,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,4,,,,,
542,no_system,11,5f5494aa76d6147f7ca89533,weniger prokrastinieren,5,104,3,2023-08-07 16:20:30.252916,Es schränkt mich bei der Arbeit ein und verringert meine Produktivität,,0.0,,0.0,,0.0,,2023-08-07 16:20:33.645943,Wie bereit bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr) diese Veränderung durchzuführen?,,,11,,,,,
543,no_system,11,5f5494aa76d6147f7ca89533,weniger prokrastinieren,5,106,4,2023-08-07 16:20:42.323091,6,,0.0,,0.0,,0.0,,2023-08-07 16:20:44.091736,Eine 6. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,1,,,,,
544,no_system,11,5f5494aa76d6147f7ca89533,weniger prokrastinieren,5,110,5,2023-08-07 16:21:36.299675,"Ich sehe keinen konkreten Weg, mich zu weniger Prokrastination zu bewegen, weiß aber, dass eine Änderung meines Verhaltens früher oder später sinnvoll wäre",sustain,0.749965846538544,Reason,0.998848438262939,General Reason,0.908249318599701,,2023-08-07 16:21:45.72802,"Es ist völlig normal, dass du dir noch unsicher bist, wie du weniger prokrastinieren kannst. Es ist ein erster wichtiger Schritt, dass du erkannt hast, dass eine Änderung sinnvoll wäre. 

Gibt es bestimmte Situationen oder Aufgaben, bei denen du besonders dazu neigst, zu prokrastinieren",gut/hilfreich,Klingt nach einer sinnvollen Frage an dieser stelle ,23,,,,,
545,no_system,11,5f5494aa76d6147f7ca89533,weniger prokrastinieren,5,113,6,2023-08-07 16:23:19.898533,"Aufgaben, bei denen ich nicht weiß, wie ich anfangen soll. oder Probleme, für die ich keine konkrete Idee für eine Lösung habe",sustain,0.589554607868195,Reason,0.995351910591125,ability,0.860684335231781,,2023-08-07 16:23:30.229608,"Ich verstehe, dass unklare Aufgaben und Probleme, für die du keine sofortige Lösung siehst, besonders herausfordernd sein können und zur Prokrastination führen können. 

Kannst du dir vorstellen, welche ersten kleinen Schritte du machen könntest, um weniger zu prokrastinieren, insbesondere bei diesen Arten von Aufgaben oder Problemen",gut/hilfreich,,22,1,Share Personal Information,,,
546,no_system,11,5f5494aa76d6147f7ca89533,weniger prokrastinieren,5,116,7,2023-08-07 16:24:26.500997,Ich weiß es nicht wirklich,sustain,0.99673455953598,Reason,0.998550593852997,ability,0.965048968791962,,2023-08-07 16:24:39.160502,"Das ist okay. Es kann eine Weile dauern, bis man eine Strategie findet, die funktioniert. Lass uns über einige Möglichkeiten nachdenken:
- Du könntest versuchen, dir spezifische Ziele zu setzen. Anstatt zu sagen ""Ich muss dieses Projekt abschließen"", könntest du dir kleinere, erreichbare Ziele setzen, wie zum Beispiel ""Ich werde heute eine Stunde an diesem Projekt arbeiten"".
- Du kön",gut/hilfreich,"Antwort gut, aber bisher unvollständig angezeigt",5,2,"Giving FactsAdvise",Action-Oriented Guidance,Statements about Human Nature/Nature of Change,
547,no_system,11,5f5494aa76d6147f7ca89533,weniger prokrastinieren,5,121,8,2023-08-07 16:26:00.620042,"Ja, manchmal habe ich das schon versucht. Manchmal klappt das auch, aber oft eben auch nicht",sustain,0.657597899436951,Reason,0.99124276638031,ability,0.880381643772125,,2023-08-07 16:26:11.254067,"Es ist gut, dass du bereits einige Strategien ausprobiert hast. Es ist okay, dass nicht immer alles funktioniert - das Wichtigste ist, dass du weiterhin offen für neue Ansätze bist.

Hast du schon mal daran gedacht, dir Unterstützung von außen zu holen",gut/hilfreich,,16,1,Advise,Action-Oriented Guidance,,
548,no_system,11,5f5494aa76d6147f7ca89533,weniger prokrastinieren,5,125,9,2023-08-07 16:26:48.994893,"Nein, noch nicht",change,0.960865795612335,Reason,0.981198310852051,ability,0.737623333930969,,2023-08-07 16:27:01.993621,"Das könnte auch eine Möglichkeit sein. Unterstützung kann viele Formen annehmen: Du könntest mit einem Freund, Kollegen oder Mentor über deine Herausforderungen sprechen, eine Selbsthilfegruppe suchen oder einen Coach oder Therapeuten aufsuchen. Manchmal kann es helfen, einfach nur darüber zu sprechen, was dich belastet. 

Du könntest auch versuchen, mehr über das Thema Prokrastination zu lernen. Es gibt viele",gut/hilfreich,"Gute Antwort, aber leider wieder unvollständig",3,2,"Advise
Giving Facts",Action-Oriented Guidance,Statements about Human Nature/Nature of Change,
549,no_system,11,5f5494aa76d6147f7ca89533,weniger prokrastinieren,5,132,10,2023-08-07 16:28:47.595139,"Ich glaube so schlimm ist es bei mir noch nicht. Diesen Schritt würde ich erst gehen, wenn meine Arbeit sehr stark leidet",change,0.99899297952652,Reason,0.998607337474823,General Reason,0.936796724796295,Summary,2023-08-07 16:29:05.816738,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast den Wunsch, weniger zu prokrastinieren, da du das Gefühl hast, dass es deine Arbeitsleistung einschränkt und deine Produktivität verringert. Du bist bereit, daran zu arbeiten, allerdings fällt es dir schwer, konkrete Schritte zu sehen, wie du dieses Ziel erreichen kannst. Du neigst besonders dazu, zu prokrastinieren, wenn du mit Aufgaben konfrontiert bist, bei denen du nicht weißt, wie du anfangen sollst, oder wenn du auf Probleme stößt, für die du keine sofortige Lösung hast. Du hast bereits einige Strategien ausprobiert, wie das Setzen kleinerer, erreichbarer Ziele, allerdings mit gemischtem Erfolg. Du hast noch nicht darüber nachgedacht, externe Unterstützung in Anspruch zu nehmen und würdest diesen Schritt erst in Betracht zie Habe ich noch etwas vergessen?",gut/hilfreich,korrekt zusammengefasst,22,,,,,
550,no_system,11,5f5494aa76d6147f7ca89533,weniger prokrastinieren,5,139,11,2023-08-07 16:30:33.594753,Das stimmt so,change,0.955210268497467,Reason,0.997960209846497,General Reason,0.963505923748016,Next Steps,2023-08-07 16:30:35.374083,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,,3,,,,,
551,no_system,11,5f5494aa76d6147f7ca89533,weniger prokrastinieren,5,143,12,2023-08-07 16:31:26.091879,"Ich werde versuchen, noch öfter große Aufgaben in kleine machbare Teilschritte zu zerlegen und mich nur auf den ersten Teilschritt fokussieren",change,0.999346554279327,Commitment,0.99878066778183,,,Goodbye,2023-08-07 16:31:27.850892,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,21,,,,,
1675,no_system,12,63b87d2c9edd47ad702413a1,weniger prokrastinieren,7,112,1,2023-08-07 16:23:14.252232,start,,0.0,,0.0,,0.0,,2023-08-07 16:23:16.024751,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,1,,,,,
1676,no_system,12,63b87d2c9edd47ad702413a1,weniger prokrastinieren,7,115,2,2023-08-07 16:24:17.576596,Ich möchte weniger prokrastinieren,,0.0,,0.0,,0.0,,2023-08-07 16:24:43.124794,"Auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), wie interessiert bist du jetzt gerade daran, diese Veränderung durchzuführen?",,,4,,,,,
1677,no_system,12,63b87d2c9edd47ad702413a1,weniger prokrastinieren,7,117,3,2023-08-07 16:24:50.417516,0,,0.0,,0.0,,0.0,,2023-08-07 16:24:52.622459,Eine 0. Das klingt als stündest du dieser Veränderung überhaupt nicht zuversichtlich gegenüber. Erzähl mir bitte mehr über deine Einstellung. Warum hast du nicht 1 oder mehr angegeben?,,,1,,,,,
1678,no_system,12,63b87d2c9edd47ad702413a1,weniger prokrastinieren,7,120,4,2023-08-07 16:25:18.701686,"Ich habe ausversehen 0 eingegeben, ich wollte 10 eingeben",change,0.996868908405304,Taking Steps,0.995282590389252,,,,2023-08-07 16:25:27.544355,"Oh, das ist eine signifikante Veränderung! Es ist großartig zu hören, dass du so motiviert bist, deine Prokrastination zu reduzieren. Das ist schon der erste Schritt zu einer erfolgreichen Verhaltensänderung. 

Nun möchte ich dich bitten, mir mehr über die Vorteile, die du siehst, wenn du weniger prokrastinierst, zu erzählen.",gut/hilfreich,"Es ist eine gute Zwischenantwort, die den Weg zur Lösung herleitet ",9,1,Feeling,,,
1679,no_system,12,63b87d2c9edd47ad702413a1,weniger prokrastinieren,7,124,5,2023-08-07 16:26:45.396247,Ich hätte mehr Freizeit und könnte effektiver arbeiten ,change,0.999147415161133,Reason,0.998360693454742,ability,0.712169170379639,,2023-08-07 16:26:55.599311,"Das klingt nach großartigen Gründen, weniger zu prokrastinieren. Mehr Freizeit und effektiveres Arbeiten könnten dein Leben wirklich verbessern. 

Jetzt, wo wir die Vorteile besprochen haben, lass uns auch über die möglichen Hindernisse sprechen. Was könnte dich daran hindern, weniger zu prokrastinieren",gut/hilfreich,"Antwort verstanden, führt Gespräch fort",8,1,Giving Facts,,Reinforcement of User Utterance,
